Sensoy_2018	Sensoy_2018_EvidentialDeepLearningQuantifyClassification
Shafer_1976	Shafer_1976_MathematicalTheoryEvidence
Shenoy1990AxiomsFP	Shenoy_1990_AxiomsProbabilityBelief-functionPropagation
Smets1990TheCO	Smets_1990_CombinationEvidenceTransferableBelief
Smets1991TheTB	Smets_1991_TransferableBeliefModel
Smets1993BeliefFT	Smets_1993_BeliefFunctionsDisjunctiveRule
Smets1993QuantifyingBeliefsBeliefFunctions	Smets_1993_QuantifyingBeliefsBeliefFunctions
Smets_1992	Smets_1992_NatureUnnormalizedBeliefsEncountered
Smets_1994	Smets_Kennes_1994_TransferableBeliefModel
Soboĺ2001GlobalSI	Sobol_2001_GlobalSensitivityIndicesNonlinear
Stab_2016	Stab_2016_ParsingArgumentationStructuresPersuasive
Swanson1986UndiscoveredPK	Swanson_1986_UndiscoveredPublicKnowledge
Swanson1996UndiscoveredPK	Swanson_1996_UndiscoveredPublicKnowledgeTenYearUpdate
Tang_2025	Tang_2025_EncodingArgumentationFrameworksPropositional
Thimm_2012	Thimm_2012_ProbabilisticSemanticsAbstractArgumentation
Thimm_2020	Thimm_2020_ApproximateReasoningASPICArgumentSampling
Valdestilhas_2017	Valdestilhas_2017_CEDALTime-efficientDetectionErroneous
Vasilakes_2025	Vasilakes_2025_SubjectiveLogicEncodings
Velegrakis2004PreservingMC	Velegrakis_2004_PreservingMappingConsistencyUnder
Verheij_2002	Verheij_2002_ExistenceMultiplicityExtensionsDialectical
Vreeswijk_1997	Vreeswijk_1997_AbstractArgumentationSystems
Walley_1996	Walley_1996_InferencesMultinomialDataLearning
Walton_2015	Walton_2015_ClassificationSystemArgumentationSchemes
Wei_2012	Wei_2012_DefiningStructureArgumentsAIModelsArgumentation
Wein_2023	Wein_2023_CrossLinguisticAMR
Wilkinson2016TheFG	Wilkinson_2016_FAIRGuidingPrinciplesScientific
Wilson1992HowMD	Wilson_1992_MuchDoYouBelieve
Wilson1993DecisionMakingWB	Wilson_1993_Decision-MakingBeliefFunctionsPignistic
Yang2020EstimatingTD	Yang_2020_EstimatingDeepReplicabilityScientific
delgrande2006iterated	Delgrande_2006_IteratedRevisionPrioritizedMerging
gardenfors1988revisions	Gardenfors_1988_RevisionsKnowledgeSystemsEntrenchment
maher2001propositional	Maher_2001_PropositionalDefeasibleLogicLinearComplexity
rott1992modellings	Rott_1992_ModellingsBeliefChangePrioritization
yras_2021	Čyras_2021_ArgumentativeXAISurvey
